chick_ring_number,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season
P809519,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203090,C,C44,P803042,.,6,2,19,8,39,6,4,2,-2,4,4,4,53,17,10.3,1,1,0
P809520,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,16.4,6.9,1,1,0
P809521,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,16.1,7.6,1,2,0
P809522,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,16.7,8.9,1,2,0
P809523,2003,203090,C,C44,P803042,.,2,.,.,19,8,39,6,6,203088,C,C40,P806982,P806983,5,2,19,10,39,10,2,4,2,12,10,10,53,16.6,8.9,1,1,0
P809524,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,17.1,9.1,1,2,0
P809525,2003,203090,C,C44,P803042,.,2,.,.,19,8,39,6,6,203088,C,C40,P806982,P806983,5,2,19,10,39,10,2,4,2,12,10,10,53,16.4,7,1,2,0
P809526,2003,203090,C,C44,P803042,.,2,.,.,19,8,39,6,6,203088,C,C40,P806982,P806983,5,2,19,10,39,10,2,4,2,12,10,10,53,17.4,8.8,1,2,0
P809527,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,16.2,7.6,1,1,0
P809528,2003,203090,C,C44,P803042,.,2,.,.,19,8,39,6,6,203088,C,C40,P806982,P806983,5,2,19,10,39,10,2,4,2,12,10,10,53,16.4,7.2,1,1,0
P809529,2003,203088,C,C40,P806982,P806983,2,.,P806983,19,10,39,10,8,203088,C,C40,P806982,P806983,5,1,19,10,39,10,2,4,2,12,10,10,53,16.3,8.5,1,1,0
P809570,2003,203108,C,C122,P803119,P807185,1,.,.,18,7,40,6,6,203108,C,C122,P803119,P807185,6,1,18,7,40,6,4,2,-2,4,4,4,54,17.6,12,1,2,0
P809571,2003,203068,C,C6,P806992,P806991,2,.,P806991,15,10,40,9,8,203108,C,C122,P803119,P807185,6,2,18,7,40,6,4,2,-2,4,4,4,54,16.3,11.2,1,1,0
P809572,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203108,C,C122,P803119,P807185,6,2,18,7,40,6,4,2,-2,4,4,4,54,17.6,12,1,2,0
P809573,2003,203108,C,C122,P803119,P807185,2,.,P807185,18,7,40,6,6,203108,C,C122,P803119,P807185,6,1,18,7,40,6,4,2,-2,4,4,4,54,17.4,11.8,1,2,0
P809574,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.7,10.5,1,2,0
P809575,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.1,10.7,1,1,0
P809576,2003,203108,C,C122,P803119,P807185,2,.,P807185,18,7,40,6,6,203068,C,C6,P806992,P806991,5,2,15,10,40,9,3,4,1,10,10,10,54,15.9,8.4,1,1,0
P809577,2003,203108,C,C122,P803119,P807185,2,.,P807185,18,7,40,6,6,203068,C,C6,P806992,P806991,5,2,15,10,40,9,3,4,1,10,10,10,54,16.5,10.4,1,1,0
P809578,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.2,10.1,1,2,0
P809579,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.1,10.6,1,1,0
P809580,2003,203108,C,C122,P803119,P807185,2,.,P807185,18,7,40,6,6,203068,C,C6,P806992,P806991,5,2,15,10,40,9,3,4,1,10,10,10,54,16.1,10,1,1,0
P809581,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.3,10.4,1,1,0
P809582,2003,203108,C,C122,P803119,P807185,2,.,P807185,18,7,40,6,6,203068,C,C6,P806992,P806991,5,2,15,10,40,9,3,4,1,10,10,10,54,15.6,10,1,1,0
P809583,2003,203068,C,C6,P806992,P806991,1,.,.,15,10,40,9,8,203068,C,C6,P806992,P806991,5,1,15,10,40,9,3,4,1,10,10,10,54,16.5,11,1,2,0
P809584,2003,203138,CP,CP101,P803213,P808648,2,.,P808648,17,12,41,10,3,203138,CP,CP101,P803213,P808648,6,1,17,12,41,10,6,3,-3,7,5,5,55,17.2,11.4,1,2,0
P809585,2003,203138,CP,CP101,P803213,P808648,2,.,P808648,17,12,41,10,3,203138,CP,CP101,P803213,P808648,6,1,17,12,41,10,6,3,-3,7,5,5,55,17.8,11.6,1,2,0
P809586,2003,203374,P,P104,P803889,P803818,.,.,P803818,17,11,41,11,2,203138,CP,CP101,P803213,P808648,6,2,17,12,41,10,6,3,-3,7,5,5,55,17.8,10.8,1,1,0
P809587,2003,203374,P,P104,P803889,P803818,.,.,P803818,17,11,41,11,2,203138,CP,CP101,P803213,P808648,6,2,17,12,41,10,6,3,-3,7,5,5,55,17.4,10.2,1,1,0
P809588,2003,203138,CP,CP101,P803213,P808648,2,.,P808648,17,12,41,10,3,203138,CP,CP101,P803213,P808648,6,1,17,12,41,10,6,3,-3,7,5,5,55,16.9,12.3,1,2,0
P809591,2003,203146,CP,CP115,P806889,P806888,.,.,P806888,21,7,41,7,7,203146,CP,CP115,P806889,P806888,6,1,21,7,41,7,4,2,-2,5,5,4,55,17.2,10.3,1,1,0
P809592,2003,203146,CP,CP115,P806889,P806888,.,.,P806888,21,7,41,7,7,203146,CP,CP115,P806889,P806888,6,1,21,7,41,7,4,2,-2,5,5,4,55,17.6,10.7,1,2,0
P809593,2003,203161,CP,CP135,P808453,P803781,.,.,P803781,21,9,41,7,6,203146,CP,CP115,P806889,P806888,6,2,21,7,41,7,4,2,-2,5,5,4,55,16.7,11.7,1,2,0
P809594,2003,203161,CP,CP135,P808453,P803781,.,.,P803781,21,9,41,7,6,203146,CP,CP115,P806889,P806888,6,2,21,7,41,7,4,2,-2,5,5,4,55,16.5,9.8,1,2,0
P809595,2003,203146,CP,CP115,P806889,P806888,1,.,.,21,7,41,7,7,203146,CP,CP115,P806889,P806888,6,1,21,7,41,7,4,2,-2,5,5,4,55,17,10.3,1,1,0
P809596,2003,203146,CP,CP115,P806889,P806888,1,.,.,21,7,41,7,7,203161,CP,CP135,P808453,P803781,5,2,21,9,41,7,2,4,2,9,8,8,55,17.7,10.5,1,1,0
P809597,2003,203161,CP,CP135,P808453,P803781,2,.,P803781,21,9,41,7,6,203161,CP,CP135,P808453,P803781,5,1,21,9,41,7,2,4,2,9,8,8,55,16.9,10.7,1,2,0
P809598,2003,203161,CP,CP135,P808453,P803781,2,.,P803781,21,9,41,7,6,203161,CP,CP135,P808453,P803781,5,1,21,9,41,7,2,4,2,9,8,8,55,17.2,10.7,1,2,0
P809599,2003,203161,CP,CP135,P808453,P803781,2,.,P803781,21,9,41,7,6,203161,CP,CP135,P808453,P803781,5,1,21,9,41,7,2,4,2,9,8,8,55,16.6,9.2,1,1,0
P809600,2003,203146,CP,CP115,P806889,P806888,1,.,.,21,7,41,7,7,203161,CP,CP135,P808453,P803781,5,2,21,9,41,7,2,4,2,9,8,8,55,17.1,10.4,1,1,0
P809601,2003,203161,CP,CP135,P808453,P803781,2,.,P803781,21,9,41,7,6,203161,CP,CP135,P808453,P803781,5,1,21,9,41,7,2,4,2,9,8,8,55,16.1,7.8,1,2,0
P809602,2003,203146,CP,CP115,P806889,P806888,1,.,.,21,7,41,7,7,203161,CP,CP135,P808453,P803781,5,2,21,9,41,7,2,4,2,9,8,8,55,17.8,11.2,1,2,0
P809603,2003,203146,CP,CP115,P806889,P806888,1,.,.,21,7,41,7,7,203161,CP,CP135,P808453,P803781,5,2,21,9,41,7,2,4,2,9,8,8,55,17.2,10.1,1,1,0
P809687,2003,203166,CP,CP142,P808899,.,.,.,.,27,6,45,6,5,203162,CP,CP137,P810238,P808898,6,2,22,8,45,6,4,2,-2,4,4,4,59,17.3,11.2,1,.,0
P809688,2003,203162,CP,CP137,P810238,P808898,.,.,P808898,22,8,45,6,5,203162,CP,CP137,P810238,P808898,6,1,22,8,45,6,4,2,-2,4,4,4,59,17.2,10.6,1,.,0
P809689,2003,203166,CP,CP142,P808899,.,.,.,.,27,6,45,6,5,203162,CP,CP137,P810238,P808898,6,2,22,8,45,6,4,2,-2,4,4,4,59,17,10.8,1,.,0
P809690,2003,203162,CP,CP137,P810238,P808898,.,.,P808898,22,8,45,6,5,203162,CP,CP137,P810238,P808898,6,1,22,8,45,6,4,2,-2,4,4,4,59,17.2,10.6,1,.,0
P809698,2003,203030,B,B126,P810207,P803243,2,.,P803243,26,8,46,6,3,203145,CP,CP112,P808896,P807502,6,2,26,7,46,7,4,2,-2,5,4,3,60,16.1,8.5,1,1,0
P809699,2003,203145,CP,CP112,P808896,P807502,2,.,P807502,26,7,46,7,6,203145,CP,CP112,P808896,P807502,6,1,26,7,46,7,4,2,-2,5,4,3,60,15.7,9,1,2,0
P809700,2003,203030,B,B126,P810207,P803243,2,.,P803243,26,8,46,6,3,203145,CP,CP112,P808896,P807502,6,2,26,7,46,7,4,2,-2,5,4,3,60,16.4,8,1,1,0
P809701,2003,203259,MP,MP80,P808847,P806975,.,.,P806975,16,9,38,9,9,203253,MP,MP65,P806977,P806978,6,2,18,8,38,8,6,3,-3,5,5,5,52,16.5,10.3,2,.,0
P809709,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.4,11.3,2,2,0
P809710,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.3,10.7,2,1,0
P809711,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.5,10.2,2,1,0
P809712,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,15.8,10.4,2,1,0
P809713,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.2,10.7,2,1,0
P809714,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.3,10.3,2,2,0
P809715,2003,203125,C,C163,P806953,P808382,2,.,P808382,15,7,38,7,7,203125,C,C163,P806953,P808382,7,1,15,7,38,7,0,0,0,7,7,7,52,16.3,10.4,2,2,0
P809716,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,17.3,11.5,2,.,0
P809717,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,16.3,10.3,2,.,0
P809718,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,17.3,11.6,2,.,0
P809719,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,16.8,11.1,2,.,0
P809720,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,16.4,10.8,2,.,0
P809721,2003,203414,W,W1,.,P806966,.,.,P806966,18,8,38,6,6,203414,W,W1,.,P806966,7,1,18,8,38,6,0,0,0,6,6,6,52,16.5,11.3,2,2,0
P809741,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203062,B,B227,P803660,P808874,6,1,17,10,39,10,6,3,-3,7,7,7,53,16.5,10.2,2,1,0
P809742,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203062,B,B227,P803660,P808874,6,2,17,10,39,10,6,3,-3,7,7,7,53,16.5,11.5,2,2,0
P809743,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203062,B,B227,P803660,P808874,6,1,17,10,39,10,6,3,-3,7,7,7,53,17.4,11,2,2,0
P809744,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203062,B,B227,P803660,P808874,6,2,17,10,39,10,6,3,-3,7,7,7,53,16.1,10.2,2,1,0
P809745,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203062,B,B227,P803660,P808874,6,1,17,10,39,10,6,3,-3,7,7,7,53,17.2,10.7,2,2,0
P809746,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203062,B,B227,P803660,P808874,6,1,17,10,39,10,6,3,-3,7,7,7,53,16.2,9.6,2,1,0
P809747,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203062,B,B227,P803660,P808874,6,2,17,10,39,10,6,3,-3,7,7,7,53,16.5,11,2,1,0
P809748,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203040,B,B160,P804767,P803427,5,1,18,8,39,8,3,6,3,11,5,0,53,17.3,9.4,2,2,0
P809749,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203040,B,B160,P804767,P803427,5,1,18,8,39,8,3,6,3,11,5,0,53,16.7,9.7,2,2,0
P809750,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203040,B,B160,P804767,P803427,5,2,18,8,39,8,3,6,3,11,5,0,53,16.8,8.8,2,2,0
P809751,2003,203062,B,B227,P803660,P808874,2,.,P808874,17,10,39,10,6,203040,B,B160,P804767,P803427,5,2,18,8,39,8,3,6,3,11,5,0,53,16.5,9.3,2,1,0
P809752,2003,203040,B,B160,P804767,P803427,2,.,P803427,18,8,39,8,6,203040,B,B160,P804767,P803427,5,1,18,8,39,8,3,6,3,11,5,0,53,16.2,8.7,2,1,0
P809779,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,18,11.5,2,2,1
P809780,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,17.3,10.2,2,2,0
P809781,2003,203232,E,E88,P806898,P803233,1,.,.,17,8,39,8,8,203232,E,E88,P806898,P803233,5,1,17,8,39,8,3,6,3,11,11,11,53,16.5,10.4,2,1,0
P809782,2003,203232,E,E88,P806898,P803233,2,.,P803233,17,8,39,8,8,203232,E,E88,P806898,P803233,5,1,17,8,39,8,3,6,3,11,11,11,53,16.6,10.5,2,2,0
P809783,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,17.3,10.3,2,2,0
P809784,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,17,10.5,2,2,1
P809785,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,17.8,10.3,2,2,0
P809786,2003,203232,E,E88,P806898,P803233,1,.,.,17,8,39,8,8,203232,E,E88,P806898,P803233,5,1,17,8,39,8,3,6,3,11,11,11,53,16.4,10.4,2,2,0
P809787,2003,203232,E,E88,P806898,P803233,1,.,.,17,8,39,8,8,203232,E,E88,P806898,P803233,5,1,17,8,39,8,3,6,3,11,11,11,53,16.8,10.1,2,2,0
P809788,2003,203232,E,E88,P806898,P803233,2,.,P803233,17,8,39,8,8,203232,E,E88,P806898,P803233,5,1,17,8,39,8,3,6,3,11,11,11,53,16.5,10.6,2,1,0
P809789,2003,203385,SW,SW13,P806989,P805086,2,.,P805086,16,10,39,10,10,203232,E,E88,P806898,P803233,5,2,17,8,39,8,3,6,3,11,11,11,53,16.6,9.8,2,2,0
P809830,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203319,O,O106,P807756,P806938,6,1,13,9,37,9,5,3,-2,7,6,6,51,16.6,11.8,3,.,0
P809831,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203319,O,O106,P807756,P806938,6,1,13,9,37,9,5,3,-2,7,6,6,51,17.7,11.7,3,.,0
P809832,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203319,O,O106,P807756,P806938,6,2,13,9,37,9,5,3,-2,7,6,6,51,17.3,11.4,3,.,1
P809833,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203319,O,O106,P807756,P806938,6,2,13,9,37,9,5,3,-2,7,6,6,51,17.3,10.7,3,.,0
P809834,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203319,O,O106,P807756,P806938,6,1,13,9,37,9,5,3,-2,7,6,6,51,17.7,12.3,3,.,1
P809835,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203319,O,O106,P807756,P806938,6,2,13,9,37,9,5,3,-2,7,6,6,51,17.4,10.4,3,.,0
P809836,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203408,SW,SW110,P806948,P806684,5,2,17,7,37,7,3,5,2,9,9,9,51,17,11.6,3,.,0
P809837,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203408,SW,SW110,P806948,P806684,5,2,17,7,37,7,3,5,2,9,9,9,51,16.7,10.5,3,.,0
P809838,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203408,SW,SW110,P806948,P806684,5,1,17,7,37,7,3,5,2,9,9,9,51,18,11.1,3,.,0
P809839,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203408,SW,SW110,P806948,P806684,5,1,17,7,37,7,3,5,2,9,9,9,51,17.5,9.2,3,.,0
P809840,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203408,SW,SW110,P806948,P806684,5,2,17,7,37,7,3,5,2,9,9,9,51,17.2,11.3,3,.,0
P809841,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203408,SW,SW110,P806948,P806684,5,1,17,7,37,7,3,5,2,9,9,9,51,16.9,10.3,3,.,0
P809842,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203408,SW,SW110,P806948,P806684,5,2,17,7,37,7,3,5,2,9,9,9,51,17.1,10.4,3,.,0
P809843,2003,203319,O,O106,P807756,P806938,.,.,P806938,13,9,37,9,8,203408,SW,SW110,P806948,P806684,5,2,17,7,37,7,3,5,2,9,9,9,51,17,10.7,3,.,1
P809844,2003,203408,SW,SW110,P806948,P806684,.,.,P806684,17,7,37,7,7,203408,SW,SW110,P806948,P806684,5,1,17,7,37,7,3,5,2,9,9,9,51,17.5,11.2,3,.,0
P809845,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,17,11.4,3,.,0
P809846,2003,203424,W,W19,P806146,P803529,.,.,P803529,16,8,37,9,9,203456,W,W97,P806942,P806943,5,2,16,8,37,8,2,5,3,11,11,11,51,17.4,10.6,3,.,0
P809847,2003,203424,W,W19,P806146,P803529,.,.,P803529,16,8,37,9,9,203456,W,W97,P806942,P806943,5,2,16,8,37,8,2,5,3,11,11,11,51,16.6,11,3,.,0
P809848,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,16.8,10.5,3,.,0
P809849,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,17.7,11.5,3,.,0
P809850,2003,203424,W,W19,P806146,P803529,.,.,P803529,16,8,37,9,9,203456,W,W97,P806942,P806943,5,2,16,8,37,8,2,5,3,11,11,11,51,17,11.3,3,.,0
P809851,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,17.2,11.1,3,.,0
P809852,2003,203424,W,W19,P806146,P803529,.,.,P803529,16,8,37,9,9,203456,W,W97,P806942,P806943,5,2,16,8,37,8,2,5,3,11,11,11,51,15.6,10.3,3,.,0
P809853,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,17.2,11.5,3,.,1
P809854,2003,203456,W,W97,P806942,P806943,.,.,P806943,16,8,37,8,6,203456,W,W97,P806942,P806943,5,1,16,8,37,8,2,5,3,11,11,11,51,17.4,12,3,.,0
P809855,2003,203424,W,W19,P806146,P803529,.,.,P803529,16,8,37,9,9,203456,W,W97,P806942,P806943,5,2,16,8,37,8,2,5,3,11,11,11,51,17.6,11.7,3,.,0
P809890,2003,203280,O,O26,P806961,P806962,.,.,P806962,16,10,38,9,4,203345,O,O227,P806957,P806958,6,2,12,13,38,13,7,4,-3,10,10,10,52,17.6,11.4,3,.,0
P809891,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,16.7,10.7,3,.,0
P809892,2003,203280,O,O26,P806961,P806962,.,.,P806962,16,10,38,9,4,203345,O,O227,P806957,P806958,6,2,12,13,38,13,7,4,-3,10,10,10,52,16.8,11.3,3,.,0
P809893,2003,203280,O,O26,P806961,P806962,.,.,P806962,16,10,38,9,4,203345,O,O227,P806957,P806958,6,2,12,13,38,13,7,4,-3,10,10,10,52,17.7,10.8,3,.,0
P809894,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,16.5,9.8,3,.,0
P809895,2003,203280,O,O26,P806961,P806962,.,.,P806962,16,10,38,9,4,203345,O,O227,P806957,P806958,6,2,12,13,38,13,7,4,-3,10,10,10,52,16.9,10.8,3,.,0
P809896,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,16.4,9.6,3,.,1
P809897,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,16.8,10.5,3,.,0
P809898,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,17.2,10.4,3,.,0
P809899,2003,203345,O,O227,P806957,P806958,.,.,P806958,12,13,38,13,6,203345,O,O227,P806957,P806958,6,1,12,13,38,13,7,4,-3,10,10,10,52,17.1,10.3,3,.,0
P809900,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203354,O,O242,P803739,.,6,2,13,10,38,10,6,3,-3,7,6,6,52,16.7,11.1,3,.,0
P809901,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203354,O,O242,P803739,.,6,2,13,10,38,10,6,3,-3,7,6,6,52,17.2,11,3,.,0
P809902,2003,203354,O,O242,P803739,.,.,.,.,13,10,38,10,5,203354,O,O242,P803739,.,6,1,13,10,38,10,6,3,-3,7,6,6,52,16.7,11.8,3,.,0
P809903,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203354,O,O242,P803739,.,6,2,13,10,38,10,6,3,-3,7,6,6,52,17.4,11.4,3,.,0
P809904,2003,203354,O,O242,P803739,.,.,.,.,13,10,38,10,5,203354,O,O242,P803739,.,6,1,13,10,38,10,6,3,-3,7,6,6,52,16.7,10.7,3,.,0
P809905,2003,203354,O,O242,P803739,.,.,.,.,13,10,38,10,5,203354,O,O242,P803739,.,6,1,13,10,38,10,6,3,-3,7,6,6,52,16.7,11.1,3,.,0
P809906,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,16.5,9.6,3,.,0
P809907,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,16.9,11.4,3,.,0
P809908,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,15.3,7.9,3,.,0
P809909,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,16.8,9.8,3,.,0
P809910,2003,203354,O,O242,P803739,.,.,.,.,13,10,38,10,5,203308,O,O75A,P806997,P806996,5,2,15,10,38,10,3,6,3,13,9,5,52,15,8.7,3,.,0
P809911,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,15,7.4,3,.,0
P809912,2003,203354,O,O242,P803739,.,.,.,.,13,10,38,10,5,203308,O,O75A,P806997,P806996,5,2,15,10,38,10,3,6,3,13,9,5,52,14.6,7.1,3,.,0
P809913,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,17.2,11.4,3,.,0
P809914,2003,203308,O,O75A,P806997,P806996,.,.,P806996,15,10,38,10,10,203308,O,O75A,P806997,P806996,5,1,15,10,38,10,3,6,3,13,9,5,52,16.8,9.6,3,.,0
P809915,2003,203232,E,E88,P806898,P803233,2,.,P803233,17,8,39,8,8,203385,SW,SW13,P806989,P805086,6,2,16,10,39,10,6,3,-3,7,7,7,53,17.1,10.9,3,1,0
